track_id,track_name,artists,track_genre,popularity,tempo,energy,valence,danceability,tags,lyric_sentiment_score,Url_youtube
1m5LC29RE52Bxy7hxvpOlL,All I Want For Christmas Is A Real Good Tan,Chord Overstreet,acoustic,0,202.019,0.455,0.564,0.593,,0.7269,
3H36x7buZdQD4687VmFrwY,Party of One,Brandi Carlile;Sam Smith,acoustic,0,165.4,0.206,0.202,0.296,,0.4019,
0xbMRcMFqxJq1Wa7tvWPtn,Party of One,Brandi Carlile;Sam Smith,acoustic,0,165.4,0.206,0.202,0.296,,0.4019,
6h061f44HZPj1OXO2nA45d,Party of One,Brandi Carlile;Sam Smith,acoustic,0,165.4,0.206,0.202,0.296,,0.4019,
62EwQLDw0dprDzuLwQ0sH1,Lonely This Christmas,KT Tunstall,acoustic,0,85.262,0.153,0.18,0.409,,0.0,
3lvo0I8c2qBJDLZWqExDgC,Throwing Good After Bad,Brandi Carlile,acoustic,0,138.016,0.0952,0.316,0.501,,0.0,
1ae8XfBQ3fDEvmBjFaemGV,This Time Tomorrow,Brandi Carlile,acoustic,0,91.626,0.326,0.414,0.606,,0.3272,https://www.youtube.com/watch?v=6QeTgvx9R94
0adVktNVJXPZfhQe6B1NO5,Lonely This Christmas,KT Tunstall,acoustic,0,85.262,0.153,0.18,0.409,,0.0,
1WFVfVjCtbmdIv7j3Fa9iy,When You're Wrong,Brandi Carlile,acoustic,0,88.029,0.301,0.142,0.568,,0.3089,
0e5PAxSyZ5DWWVqKANHETz,You and Me on the Rock,Brandi Carlile;Lucius,acoustic,0,172.075,0.686,0.725,0.568,,0.0,
1MLr9b1fOybO3MGiLy47Ys,You and Me on the Rock,Brandi Carlile;Lucius,acoustic,0,172.075,0.686,0.725,0.568,,0.0,
6JGjevTaqr9J1xp7YvYUKF,"Speak Your Mind (From the Netflix Series ""We The People"")",Brandi Carlile,acoustic,0,148.155,0.666,0.498,0.476,,0.0,
7Af2YlwMZryKOQiRfwMsD2,You and Me on the Rock,Brandi Carlile;Lucius,acoustic,0,172.075,0.686,0.725,0.568,,0.0,
0JvkNRyq8Tmot9khpdtN0I,You and Me on the Rock,Brandi Carlile;Lucius,acoustic,0,172.075,0.686,0.725,0.568,,0.0,
27gHtbsHClwimHFtKgFop4,You and Me on the Rock,Brandi Carlile;Lucius,acoustic,0,172.075,0.686,0.725,0.568,,0.0,
1QBNBGeIRRGBnLhdlHbfI8,You and Me on the Rock,Brandi Carlile;Lucius,acoustic,0,172.075,0.686,0.725,0.568,,0.0,
72xTsTouZ5nBmASX8k1XCW,Trampoline - Acoustic,Highland Peak,acoustic,46,107.893,0.2,0.308,0.596,,0.4019,
3ILmwMefYZoQh5Cf5jeuUQ,透明だった世界,Motohiro Hata,acoustic,61,168.21,0.914,0.56,0.373,,0.0,
2DHDuADAHoUW6n0z80RLQF,Pieces,Andrew Belle,acoustic,60,137.018,0.652,0.298,0.494,,-0.4019,https://www.youtube.com/watch?v=By7ctqcWxyM
2DHDuADAHoUW6n0z80RLQF,Pieces,Andrew Belle,acoustic,60,137.018,0.652,0.298,0.494,,-0.4019,https://www.youtube.com/watch?v=GEFHVFPnySA
5JDcQAztvZTIkrWoZihgvC,A Drop in the Ocean,Ron Pope,acoustic,68,73.139,0.393,0.564,0.447,,-0.2732,
2sYFi9xVSZ56WHKSY2fN1K,So Far Away - Acoustic,Adam Christopher,acoustic,52,149.02,0.331,0.407,0.576,,0.0,
6xJOhSm4SvZwzy3uhWz26O,The Enemy,Andrew Belle,acoustic,62,121.974,0.89,0.273,0.536,,0.0516,
7lLKxcNeJtDTWVRKHovLEC,Build It Better,Aron Wright,acoustic,51,94.951,0.333,0.159,0.526,,0.0,
25UzeaV47eDT44Fovve6xQ,Sleepwalking in the Rain,Chord Overstreet,acoustic,0,80.075,0.381,0.502,0.501,,0.0,
4oa14QBfWRDfJy2agySy0L,Gravity,Sara Bareilles,acoustic,67,168.964,0.275,0.231,0.27,,0.0,https://www.youtube.com/watch?v=0h3albh-ngU
2gRKq9rIC5i1zuxp06zJWH,What's Left of You,Chord Overstreet,acoustic,57,117.969,0.507,0.265,0.731,,0.0,
08MFgEQeVLF37EyZ7jcwLc,Pano,Zack Tabudlo,acoustic,75,174.839,0.457,0.415,0.375,,0.0,https://www.youtube.com/watch?v=aFqE80BkD_I
6nXIYClvJAfi6ujLiKqEq8,Sky's Still Blue,Andrew Belle,acoustic,62,171.864,0.791,0.217,0.43,,-0.5358,
7x4b0UccXSKBWxWmjcrG2T,And I Love Her,Kurt Cobain,acoustic,66,96.638,0.282,0.435,0.616,,0.0,https://www.youtube.com/watch?v=vq2wZyi4vBE
6owKuyHxUqidcAA6fPKSyy,We Can't Stop,Boyce Avenue;Bea Miller,acoustic,64,80.057,0.347,0.36,0.705,,0.296,https://www.youtube.com/watch?v=LrUvu1mlWco
0wbmIfvndFV9VDvuUY1pYN,Always Be My Baby,Tim Halperin,acoustic,62,139.884,0.255,0.285,0.582,,0.0,https://www.youtube.com/watch?v=LfRNRymrv9k
3e5yu9MkIvQx17mm7LF6KY,Alone with You,Canyon City,acoustic,58,86.664,0.274,0.207,0.549,,0.128,https://www.youtube.com/watch?v=uNSe6fdpymo
6VwAh8Z1d5YKoSWoEaV4db,Making All Things New,Aaron Espe,acoustic,65,99.978,0.355,0.48,0.787,,-0.0516,
2D4BSm5Z8Hq5zYbSgJwEOh,She Used To Be Mine,Sara Bareilles,acoustic,67,81.05,0.303,0.172,0.397,,0.0,https://www.youtube.com/watch?v=53GIADHxVzM
7LwGBxB0h0CVmkOZxYKn0g,In My Veins - Feat. Erin Mccarley,Andrew Belle,acoustic,65,128.012,0.42,0.196,0.548,,0.0,
0ZwdH0m32I8odedwvspYTh,I Don't Wanna Live Forever (Fifty Shades Darker),Tyler Ward,acoustic,44,118.042,0.403,0.264,0.787,,0.0,
16dkWKIlBsfYTISCVuDs0w,A Drop In the Ocean,Ron Pope,acoustic,55,139.966,0.573,0.346,0.484,,-0.2732,
3TwtrR1yNLY1PMPsrGQpOp,Superman (It's Not Easy),Five For Fighting,acoustic,70,102.089,0.416,0.125,0.382,,0.0,
3Et4LKZLnXygPYfNdeB3D3,When the End Comes,Andrew Belle,acoustic,57,91.98,0.575,0.428,0.541,,0.0,
0Zf1BPkkFAWGtVHeBwHHz4,Light Me Up,Ingrid Michaelson,acoustic,56,147.928,0.595,0.117,0.417,,0.2732,
38jy6kRlPt8z1GUS9WXeNh,93 Million Miles,Jason Mraz,acoustic,67,140.182,0.454,0.515,0.572,,0.0,https://www.youtube.com/watch?v=bcQwIxRcaYs
2SkJKMfjpYsNv0KWOxiegX,Kaleidoscope,A Great Big World,acoustic,62,108.024,0.913,0.519,0.709,,0.0,
4qCbMMMuEB56kHd4zPE6GD,The Long Road,Eddie Vedder;Nusrat Fateh Ali Khan,acoustic,45,109.236,0.342,0.253,0.537,,0.0,
11TK5KLtLZUdKr1C549bAw,What Would I Do Without You,Drew Holcomb & The Neighbors,acoustic,64,90.894,0.336,0.335,0.602,,-0.4404,
7BXW1QCg56yzEBV8pW8pah,Have It All,Jason Mraz,acoustic,65,82.001,0.638,0.6,0.643,,0.5719,https://www.youtube.com/watch?v=BFkTu8Y1KLs
2kMrCPZ0o5gErBPLCRgoli,Heavy Heart,Gabrielle Aplin,acoustic,0,150.055,0.7,0.37,0.451,,0.0,
5IjTZ1g8KrIuV97N3OQZ0V,The House We Never Built,Gabrielle Aplin,acoustic,0,139.669,0.391,0.202,0.546,,-0.4215,
3bHhUEOTIbezeZ856R0BX5,Society,Eddie Vedder,acoustic,68,161.858,0.327,0.298,0.561,,0.0,
0wf17wsLRwnnfh241GkeH5,Please Don't Say You Love Me,Gabrielle Aplin,acoustic,0,85.994,0.541,0.3,0.479,,0.0,
3322ArxAq7wCSZI4fF77Q0,Please Don't Say You Love Me,Gabrielle Aplin,acoustic,0,85.994,0.541,0.3,0.479,,0.0,
4LGF2tDg3878bs0mQPByZ4,Guaranteed,Eddie Vedder,acoustic,61,100.734,0.4,0.351,0.436,,0.2732,
6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,acoustic,70,185.063,0.836,0.758,0.551,,0.5859,https://www.youtube.com/watch?v=QUQsqBqxoR4
2z2JKNU24UEngb4joR9p8f,Lonely This Christmas,KT Tunstall,acoustic,0,85.262,0.153,0.18,0.409,,0.0,
2nef44o0sjJDKB1ta4S0ub,Lonely This Christmas,KT Tunstall,acoustic,0,85.262,0.153,0.18,0.409,,0.0,
0qJGlogD7AyMLAJfQ42aI2,Heaven Knows,Five For Fighting,acoustic,62,97.631,0.845,0.392,0.6,,-0.6124,
04JS6OitE9VGsIS3S94Osg,I Heard The Bells On Christmas Day,The Civil Wars,acoustic,0,90.078,0.145,0.218,0.492,,0.0,
5OGpsZeJRZ3t3MZioawcZW,I Heard The Bells On Christmas Day,The Civil Wars,acoustic,0,90.078,0.145,0.218,0.492,,0.0,
3Vnes7v746dYzBn0FJTZ1W,Fairytale Of New York,KT Tunstall,acoustic,0,117.888,0.555,0.33,0.447,,-0.34,
30cYWLpVdBZVLb1cYdmcTT,I Heard The Bells On Christmas Day,The Civil Wars,acoustic,0,90.078,0.145,0.218,0.492,,0.0,
7sUqJ51FGSi3n7x4pYjY3v,I Heard The Bells On Christmas Day,The Civil Wars,acoustic,0,90.078,0.145,0.218,0.492,,0.0,
15BFn2VmEtonsXfNL1lUmy,I Heard The Bells On Christmas Day,The Civil Wars,acoustic,0,90.078,0.145,0.218,0.492,,0.0,
0WOFJR54wyTwLB11jcBDb1,I Heard The Bells On Christmas Day,The Civil Wars,acoustic,0,90.078,0.145,0.218,0.492,,0.0,
1uDCw6LVMOmbZ6zRliNcNX,I Heard The Bells On Christmas Day,The Civil Wars,acoustic,0,90.078,0.145,0.218,0.492,,0.0,
7DYsBLdOqz0z14tYWMt2Tn,Hold On,KT Tunstall,acoustic,0,105.549,0.937,0.805,0.661,,0.0,https://www.youtube.com/watch?v=Xikm2YS_7xM
7cPuE0M35EajWPRO3nRcH8,Suddenly I See,KT Tunstall,acoustic,0,100.499,0.78,0.693,0.603,,0.0,
0U32q8CZRRo7xCzyiaZw5f,Rain,Motohiro Hata,acoustic,58,92.003,0.655,0.542,0.626,,0.0,https://www.youtube.com/watch?v=jDhiV5FnlsM
4kQXMVjoZ9yMibLZq5Aqi5,Somebody Else - Acoustic,Callum J Wright,acoustic,50,114.99,0.38,0.617,0.794,,0.0,
3us8sod4dLbM9FiMiPiEY8,Pieces (Hushed),Andrew Belle,acoustic,59,69.642,0.279,0.0951,0.52,,-0.4019,
1PR5pyPiOEEQ02oJYq402x,Mirrors,Boyce Avenue;Fifth Harmony,acoustic,57,76.971,0.658,0.683,0.545,,0.4767,https://www.youtube.com/watch?v=uuZE_IRwLNI
068qo0w1Ki0cjnFYOUhAm2,Stand by Me,Boyce Avenue,acoustic,60,115.189,0.266,0.307,0.728,,0.0,https://www.youtube.com/watch?v=xqVO41NKw9A
068qo0w1Ki0cjnFYOUhAm2,Stand by Me,Boyce Avenue,acoustic,60,115.189,0.266,0.307,0.728,,0.0,https://www.youtube.com/watch?v=T2bcUxUOUQg
2RFt6ZWQbr9mPhsft9u9eX,Losing Me,Gabrielle Aplin;JP Cooper,acoustic,61,133.86,0.407,0.257,0.66,,0.0,https://www.youtube.com/watch?v=BPD84itI-x4
59pUIlXjQupbiYwt40uUTi,なんでもないや - movie ver.,Mone Kamishiraishi,acoustic,49,83.449,0.161,0.325,0.357,,0.0,
0VhZ5JYfqPojSYeGWnk4dL,You’re Beautiful - Acoustic,John Adams,acoustic,55,147.207,0.154,0.36,0.479,,0.5859,
0ltIx8PLjtWoS9zn9PqsZW,Hikare Inochi,Kitri,acoustic,51,102.033,0.769,0.385,0.592,,0.0,
7ACW42whcdOiUxiNVu7ltx,How To Lose a Girl,Tyler Ward,acoustic,46,80.011,0.454,0.34,0.7,,0.0,
4qTHoIp62ngNDpUJwW3hZ7,Can’t Help Falling in Love,Boyce Avenue,acoustic,57,100.044,0.197,0.148,0.402,,-0.0258,
4VbDTk82rqWqVgoQC93CkC,Dive Deep (Hushed),Andrew Belle,acoustic,58,135.86,0.378,0.085,0.507,,0.0,
1pG5nd6gmfbMwUfT5shDQe,When the Party's over (Acoustic Piano),Ben Woodward,acoustic,51,124.96,0.226,0.188,0.619,,0.1779,
2WZyfujzMweFLnozyUJBkW,Boston,Augustana,acoustic,63,147.01,0.571,0.29,0.404,,0.0,
6gijbGNDNNJgT60Aj7UCyc,Living in the Shadows,Matthew Perryman Jones,acoustic,53,175.975,0.79,0.197,0.418,,-0.4019,
5pq4v03P5PxMcnCagg4S3Z,In Case You Didn’t Know,Boyce Avenue,acoustic,60,147.549,0.299,0.341,0.633,,0.0,https://www.youtube.com/watch?v=KtIpmCaBDbM
65VhbQdqvozUntjnlFkFbZ,You Are My Sunshine,Kina Grannis,acoustic,60,80.004,0.0755,0.575,0.664,,0.4939,https://www.youtube.com/watch?v=uqvfbIuJd6Y
05pKAafT85jeeNhZ6kq7HT,I Won't Give Up,Jason Mraz,acoustic,66,136.703,0.303,0.142,0.585,"rock, indie, pop, singer_songwriter, acoustic, love, pop_rock",0.0,https://www.youtube.com/watch?v=O1-4u9W-bns
3PG6V5yuFfo4APiovOQoRv,I Was Born To Love You,Ray LaMontagne;Sierra Ferrell,acoustic,67,78.036,0.271,0.21,0.65,,0.0,
6ta5yavnnEfCE4faU0jebM,Mr Blue,Catherine Feeny,acoustic,54,165.733,0.386,0.612,0.456,,0.0,
7BRCa8MPiyuvr2VU3O9W0F,Do Not Let Me Go,Joshua Hyslop,acoustic,60,139.832,0.234,0.145,0.409,,0.3724,
5ZhaKUsY68U0lgREFWfoxg,Holding On And Letting Go,Ross Copperman,acoustic,49,78.046,0.53,0.102,0.502,,0.0,
4zcMBfbQZvBSHQBGDd6gsN,You Already Know,JJ Heller,acoustic,57,78.068,0.117,0.318,0.496,,-0.296,
7bhHLZxkRekrNPPkEdDTbn,Believer (Remix),Ben Woodward,acoustic,42,187.484,0.724,0.333,0.585,,0.0,
5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,Howie Day,acoustic,67,90.186,0.253,0.294,0.582,,0.0,
2lxBZVbkiCXC1soks2RXwV,Love Like This,Ben Rector,acoustic,61,139.78,0.14,0.392,0.637,,0.0,https://www.youtube.com/watch?v=w1QzBQKYbag
38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,Matt Nathanson,acoustic,71,92.018,0.623,0.617,0.672,,-0.1531,
6XrNrp7UtGgyZcHJ0ckL0w,"""Something In the Rain"" (Something In the Rain, Pt. 1) [Music from the Original TV Series]",Rachael Yamagata,acoustic,49,143.413,0.272,0.113,0.422,,0.0,
72R0X0h8YaxYNpegeoOl0M,Kiss Me Slowly,Parachute,acoustic,61,173.92,0.801,0.431,0.47,,0.0,
6R6ux6KaKrhAg2EIB2krdU,Without You,Parachute,acoustic,61,95.984,0.864,0.534,0.564,,0.0,https://www.youtube.com/watch?v=Hat1Hc9SNwE
6R6ux6KaKrhAg2EIB2krdU,Without You,Parachute,acoustic,61,95.984,0.864,0.534,0.564,,0.0,https://www.youtube.com/watch?v=SJOKlqJho8U
1Qo3taHLFSQpzLm5Sty7M4,Sleep All Day,Jason Mraz,acoustic,22,97.994,0.81,0.79,0.616,,-0.6705,
71M4QMn8nrok1KFVXwEEyU,You and I Both,Jason Mraz,acoustic,35,98.954,0.812,0.74,0.615,,0.0,
4lxGVzcUaSF5HW5jtWnShV,Long Nights,Eddie Vedder,acoustic,60,108.66,0.305,0.0974,0.478,,-0.6597,https://www.youtube.com/watch?v=9PZEM5mtG9s
2PIlBukQ6limukVR8Ubb5o,Please Don't Say You Love Me,Gabrielle Aplin,acoustic,59,85.994,0.541,0.321,0.479,,0.0,
5p9XWUdvbUzmPCukOmwoU3,Suddenly I See,KT Tunstall,acoustic,73,100.38,0.767,0.664,0.587,,0.0,
1uSuY2qLCbx1QB7oPUVhFG,Who Needs Shelter,Jason Mraz,acoustic,22,142.597,0.569,0.264,0.514,,0.4404,
6twvFrIoIINH8UW8EB8OnU,No Stopping Us,Jason Mraz,acoustic,19,105.991,0.836,0.727,0.646,,0.0,
2pelUnMKr07JjJpilj9Yew,I'll Do Anything,Jason Mraz,acoustic,24,163.117,0.711,0.648,0.57,,0.6369,
7d0bJhpp0mCYyMXaMgWyMS,Make You Feel My Love,JJ Heller,acoustic,57,72.006,0.199,0.262,0.678,,0.0,https://www.youtube.com/watch?v=0put0_a--Ng
73CbJykoV6WapWGfTeRzTl,The Remedy (I Won't Worry),Jason Mraz,acoustic,35,94.52,0.867,0.795,0.589,,0.3182,https://www.youtube.com/watch?v=BW17WAwMcoQ
3ixLIO5BsTmic0Pp27FaPY,Too Much Food,Jason Mraz,acoustic,20,99.997,0.926,0.548,0.626,,0.0,
5ZetMq21bMQN5oo4TtdOxu,The Boy's Gone,Jason Mraz,acoustic,18,112.997,0.556,0.36,0.686,,0.0,
4MihgVRpD82EZoT61GW63w,Curbside Prophet,Jason Mraz,acoustic,23,177.991,0.793,0.892,0.619,,0.0,
14vExHBkh1prEAN94wZug8,"Tonight, Not Again",Jason Mraz,acoustic,18,102.44,0.805,0.359,0.595,,0.0,
0fzCtVM9D5UEwiLqcY8Ouq,Hard Sun,Eddie Vedder,acoustic,65,143.377,0.827,0.645,0.438,,0.4404,
6IF2P93LkyW4GqDQu1yS7H,Here with Me,Susie Suh;Robot Koch,acoustic,55,129.909,0.375,0.106,0.582,,0.0,https://www.youtube.com/watch?v=PSu5nAQ7uZw
34dnNAUoIPcwnK0RtVMBWZ,The Scientist,Tyler Ward;Lindsey Stirling;Kina Grannis,acoustic,47,146.022,0.295,0.14,0.453,,-0.0772,https://www.youtube.com/watch?v=RB-RcX5DS5A
5aDpULK8MbJmHl42kR5KNI,Collide,Howie Day,acoustic,56,93.931,0.625,0.342,0.636,,0.0,
1fI1TMpz7FVkpoYBhmiywp,get better,Eden Elf;Ren Avel,acoustic,53,88.107,0.201,0.4,0.639,,0.0,
23Mcmg5O8rBKAOzxvrTjnD,Sympathy,Kitri,acoustic,49,130.121,0.423,0.59,0.69,,0.0,https://www.youtube.com/watch?v=3oF0iY0z_Bs
0gVbkmFqq5fIkXtJJ3UTfM,Let It Go,Boyce Avenue;Rachel Grae,acoustic,51,147.913,0.349,0.444,0.599,,0.0,https://www.youtube.com/watch?v=Hybj2Gfk6G8
00DuOxungwHwVUX2m37P0P,What You Need,Chord Overstreet,acoustic,53,140.354,0.264,0.192,0.519,,0.0,https://www.youtube.com/watch?v=ajOCGskHs2A
2lFlveK1y13WWp3vnQtrr3,100 Years,Five For Fighting,acoustic,66,120.507,0.569,0.275,0.643,,0.0,
2WD93lsfJonaKtrQtpLB2R,You're the Sea,Andrew Belle,acoustic,56,161.025,0.624,0.529,0.573,,-0.0516,
7njTGO45SkaBTNu35t2Yq0,No Direction,Rachael Yamagata,acoustic,47,111.958,0.821,0.613,0.654,,0.0,
6ivkBaxvclVhwZDE2uwldj,Belong,Cary Brothers,acoustic,51,115.979,0.399,0.217,0.426,,-0.3612,
6Cvti10W0AzmzG9D1tpuKp,As It Was,The Mayries,acoustic,55,80.721,0.21,0.323,0.505,,0.0,https://www.youtube.com/watch?v=H5v3kku4y6Q
03yc0G2OoH1Eeyu7Piy8fK,I'm Yours,Jason Mraz,acoustic,60,151.001,0.43,0.731,0.693,,0.2732,https://www.youtube.com/watch?v=EkHTsc9PU2A
78TKtlSLWK8pZAKKW3MyQL,Say Something,A Great Big World;Christina Aguilera,acoustic,58,137.905,0.146,0.0915,0.453,,0.34,https://www.youtube.com/watch?v=-2U0Ivkn2Ds
78TKtlSLWK8pZAKKW3MyQL,Say Something,A Great Big World;Christina Aguilera,acoustic,58,137.905,0.146,0.0915,0.453,,0.34,https://www.youtube.com/watch?v=igFtut_1drQ
1esE8j1nVyzEQ5rVhYXoJT,Had It All,Parachute,acoustic,55,79.952,0.54,0.249,0.606,,0.0,
68Yc9ylRZZPtsuVgtrxcDj,Take Me Back ft. Yonnyboii,Zack Tabudlo;Yonnyboii,acoustic,50,120.049,0.646,0.563,0.595,,-0.6808,
3tjjCCdXSdaVEo4q4y071G,Whole Again - Acoustic Version,Tobey Rosen,acoustic,52,129.832,0.145,0.235,0.736,,0.0,
4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles,acoustic,73,123.055,0.786,0.573,0.583,,0.0,https://www.youtube.com/watch?v=qi7Yh16dA0w
2LC523tbEPFpc1pnikbt5b,Brighter Than Sunshine,Aqualung,acoustic,53,72.891,0.489,0.398,0.418,,0.0,
3ISLwA96mtx13Wx7K1PPPk,Love Story,Tyler Ward;Karis;Ray Lorraine,acoustic,55,121.187,0.12,0.338,0.498,,0.0,https://www.youtube.com/watch?v=DF3XjEhJ40Y
6ql0ffq6Jvyh9OKqrJCMaP,In the Shadows,Amy Stroup,acoustic,46,136.282,0.469,0.0568,0.434,,0.0,
1EyvonxK8OGHRV4WDRdArc,Can You Feel the Love Tonight,Boyce Avenue;Connie Talbot,acoustic,63,119.499,0.198,0.217,0.452,,0.3182,https://www.youtube.com/watch?v=1sioip9Uc4o
0EKBV6GybPtALXUgWqWrym,The Story,Brandi Carlile,acoustic,66,93.621,0.5,0.177,0.544,,0.0,https://www.youtube.com/watch?v=o8pQLtHTPaI
41A82PidFKhGX5hm1WoaDs,Better,JJ Heller,acoustic,54,104.988,0.187,0.233,0.662,,0.7184,https://www.youtube.com/watch?v=x3bfa3DZ8JM
5oV8bZaShr2d01FFMHBUPq,Iris,Kina Grannis,acoustic,62,130.769,0.13,0.179,0.497,,0.0,https://www.youtube.com/watch?v=29GuKIzALZ8
5nMRpGfqQ0tb1TMbqBVK2J,Rockabye - Acoustic Version,The Mayries,acoustic,57,76.805,0.291,0.355,0.528,,0.0,
04qDUASuSfVp6fktfsxVej,I Need You More Today,Caleb Santos;Viva Music Publishing Inc.,acoustic,68,157.768,0.522,0.446,0.461,,0.0,
3g61xRaqII8q1wlQDzv550,Beautiful Soul,Boyce Avenue,acoustic,62,87.337,0.506,0.705,0.483,,-0.431,https://www.youtube.com/watch?v=T7iiwsT5hWg
3dglCYsVMjPbDlU2CC9Vq7,Let's See What The Night Can Do,Jason Mraz,acoustic,53,113.537,0.423,0.288,0.392,,0.0,
3NCg46FWgnANZc9HQHQOQR,Forever And Always,Parachute,acoustic,57,93.924,0.716,0.435,0.657,,0.0,
0muntSMuAZzcwYBBMZj6sf,Fine On The Outside,Priscilla Ahn,acoustic,52,101.89,0.185,0.196,0.495,,0.5859,
